"TRIP_ID","LATITUDE","LONGITUDE"
"1372651034620000403",41.1699696604,-8.61085906347
"1372650808620000400",41.1744139735,-8.61408473386
"1372667249620000113",41.1363346651,-8.60235135025
"1372666327620000120",41.1644367218,-8.62114370982
"1372667009620000607",41.1613759359,-8.63152320226
"1372666913620000408",41.1553190867,-8.62052100499
"1372667083620000051",41.1701000112,-8.6261627636
"1372666301620000142",41.1727544912,-8.65698230108
"1372666937620000099",41.1387486458,-8.59915864944
"1372666911620000092",41.156364051,-8.61114250819
"1372688102620000607",41.1537825521,-8.60465557734
"1372688678620000081",41.1435051202,-8.6213264779
"1372687482620000451",41.1863413493,-8.67334763845
"1372688855620000359",41.1581450907,-8.62185740789
"1372701165620000347",41.1843413798,-8.60630406698
"1372700853620000272",41.1488809458,-8.61862573942
"1372699915620000216",41.1638030752,-8.62806364695
"1372701419620000472",41.173426946,-8.63500760396
"1372699976620000665",41.1669182078,-8.59937009811
"1372700085620000093",41.1847528178,-8.66482929611
"1372701407620000520",41.1533305783,-8.64626687792
"1372737234620000601",41.1423899587,-8.63811553319
"1372700622620000048",41.1445369212,-8.61150632222
"1372698680620000464",41.1585438029,-8.60036762238
"1372753604620000621",41.1715091284,-8.65480539534
"1372753727620000285",41.1549484098,-8.60655330186
"1372753729620000346",41.1600404867,-8.64399293264
"1372753101620000560",41.1667981211,-8.62859787623
"1372753759620000320",41.146591668,-8.61203346503
"1372774955620000430",41.1695458221,-8.5538922437
"1372775023620000119",41.145565584,-8.59907785416
"1372775175620000653",41.1563446681,-8.5897138389
"1372775273620000309",41.1546344121,-8.63851296107
"1372775162620000180",41.1463196564,-8.61205569585
"1372786107620000198",41.1803262838,-8.59442966461
"1372786029620000430",41.2097696431,-8.55465922038
"1372786887620000624",41.1455720914,-8.62172449733
"1372787775620000678",41.1297389001,-8.60934918361
"1372787775620000649",41.1567073377,-8.60076353391
"1372823407620000601",41.2030102094,-8.67956400553
"1372823787620000560",41.1901030053,-8.62729921182
"1372823187620000488",41.2365499632,-8.66998254041
"1372786190620000331",41.1844825829,-8.61293580797
"1372786830620000464",41.1631464132,-8.60522402445
"1372837273620000432",41.147651062,-8.61331472397
"1372839549620000013",41.1909913127,-8.65648974101
"1372840004620000151",41.1508662211,-8.6052543335
"1372839978620000080",41.1629859161,-8.62027242661
"1372839621620000021",41.1553609212,-8.61933799744
"1372861612620000451",41.169655145,-8.62319055981
"1372861668620000018",41.155075887,-8.62046899796
"1372874228620000571",41.1538728587,-8.59672950745
"1372873145620000352",41.1543426768,-8.62418792089
"1372872799620000467",41.1542328898,-8.65974964142
"1372873472620000006",41.141583533,-8.57996760141
"1372872673620000521",41.1791583761,-8.63665560404
"1372873161620000686",41.147023468,-8.6080929629
"1372873263620000497",41.1505053965,-8.62864896139
"1372873237620000658",41.1797337341,-8.67017500559
"1372873548620000108",41.1748392741,-8.64482754389
"1372874199620000586",41.1507874425,-8.61173690923
"1372873995620000304",41.1533265962,-8.59005743821
"1372909611620000171",41.2319881842,-8.66241060393
"1372910063620000112",41.1898419899,-8.60493785858
"1372873453620000669",41.1579095713,-8.59231938044
"1372872534620000383",41.2003607051,-8.6445627843
"1372926184620000455",41.1586391025,-8.6242078654
"1372926558620000480",41.1590278942,-8.68049057805
"1372926414620000476",41.1570988464,-8.60905957328
"1372926391620000325",41.1647230979,-8.66972692627
"1372925674620000684",41.1862119548,-8.61886412303
"1372925119620000224",41.2406282467,-8.66813585387
"1372926008620000337",41.18056427,-8.66441769176
"1372947688620000118",41.1490923784,-8.6173414739
"1372946221620000235",41.1638400777,-8.62124412537
"1372947728620000454",41.1579133606,-8.67138392131
"1372946800620000577",41.1112168376,-8.55760164473
"1372947944620000308",41.190986557,-8.6064345932
"1372948153620000345",41.1526485265,-8.62820965989
"1372948074620000138",41.1531599426,-8.61536090851
"1372948145620000606",41.1639954376,-8.63014293035
"1372959510620000524",41.146081526,-8.61514850405
"1372960456620000126",41.175114691,-8.61966433843
"1372960468620000138",41.1613630168,-8.60614658991
"1372960410620000372",41.1460295617,-8.61348142412
"1372958434620000314",41.2136054526,-8.68087353177
"1372960454620000387",41.1584622828,-8.65315940062
"1372959184620000697",41.1435622406,-8.55744118373
"1372960093620000080",41.1306743113,-8.64222924074
"1372960270620000653",41.1425775401,-8.61095962101
"1372959986620000453",41.2357711059,-8.66805133449
"1372996557620000372",41.1737892914,-8.63979771296
"1372996174620000472",41.2345181759,-8.6707547702
"1372996000620000233",41.2364773873,-8.6671354544
"1372957688620000695",41.2237663778,-8.63368534724
"1372959202620000440",41.1446090126,-8.61266309208
"1372959758620000083",41.14352314,-8.62551465352
"1372958748620000516",41.0486186642,-8.6290119595
"1373012776620000163",41.1672731866,-8.62939899233
"1373012690620000455",41.1483106973,-8.60366939651
"1373012797620000172",41.179684266,-8.64594735728
"1373010045620000067",41.187137502,-8.62455561638
"1373034294620000327",41.1756936646,-8.62888142904
"1373034251620000455",41.1536446406,-8.5828658193
"1373033898620000334",41.2026156108,-8.64464860916
"1373034274620000207",41.1523764038,-8.62878863653
"1373046867620000065",41.1569520569,-8.63093237559
"1373046010620000113",41.1553200022,-8.61818503698
"1373044544620000410",41.1575804901,-8.60002182007
"1373045842620000095",41.1668858973,-8.53956375758
"1373046104620000596",41.1500331879,-8.60710967382
"1373045641620000539",41.1668374888,-8.62231980006
"1373047152620000230",41.1711837175,-8.65981150763
"1373046752620000058",41.2092506154,-8.63495985667
"1373046672620000038",41.1618986003,-8.61039444606
"1373046660620000311",41.1576004978,-8.60662767633
"1373081273620000307",41.1933288574,-8.63848530451
"1373082706620000455",41.1819734328,-8.65694322183
"1373083053620000239",41.1573342374,-8.61619557603
"1373082606620000381",41.1384440358,-8.6181500562
"1373082565620000648",41.1543069204,-8.61955639203
"1373082533620000285",41.0894466909,-8.62332254092
"1373082819620000671",41.1833994632,-8.65053341018
"1373083009620000901",41.1700218273,-8.60948274167
"1373082654620000178",41.1851396434,-8.61708122889
"1373099220620000014",41.1614609146,-8.59464489619
"1373099201620000591",41.1576241557,-8.64546265284
"1373099288620000207",41.1654968516,-8.65393771489
"1373099377620000658",41.1486053836,-8.58618337819
"1373097393620000190",41.1496803792,-8.60955671628
"1373120923620000179",41.177560442,-8.60771111262
"1373120067620000343",41.1584175873,-8.62668567022
"1373132653620000101",41.1481957054,-8.6065074624
"1373133561620000347",41.1533840955,-8.62304122803
"1373133249620000037",41.1504840851,-8.60832985878
"1373133214620000196",41.1642992147,-8.61264181137
"1373133224620000324",41.1580846405,-8.66479688009
"1373169519620000341",41.1658381822,-8.60192338626
"1373168976620000280",41.181223348,-8.67631575902
"1373168831620000421",41.1549681091,-8.61494992574
"1373169374620000353",41.1504421217,-8.61698715295
"1373169249620000542",41.200868081,-8.62576748954
"1373168227620000517",41.1862758891,-8.67694755554
"1373169510620000007",41.1595171187,-8.59961002986
"1373168713620000113",41.2141701931,-8.66144205623
"1373168877620000334",41.2016494751,-8.62905416489
"1373207115620000625",41.2191190338,-8.56147459666
"1373219724620000611",41.1615423075,-8.60285106023
"1373218955620000426",41.1536519496,-8.60881595929
"1373219567620000672",41.1545829519,-8.62921810786
"1373207099620000269",41.1855854925,-8.61446866035
"1373219178620000364",41.1773241679,-8.61036062876
"1373218972620000256",41.1606448619,-8.61758989334
"1373218565620000458",41.1511566925,-8.5986055692
"1373255580620000344",41.2037259428,-8.6599731208
"1373272027620000027",41.1469435883,-8.61477726301
"1373272089620000163",41.1529534302,-8.62213783158
"1373272140620000166",41.1644473648,-8.62359759649
"1373271865620000320",41.1683927917,-8.62151358287
"1373269825620000901",41.1976255035,-8.61287946065
"1373271947620000042",41.1592228868,-8.6190732691
"1373271712620000546",41.162626826,-8.64000762304
"1373271704620000499",41.1625815074,-8.62833556493
"1373271165620000360",41.2795565351,-8.70776298841
"1373271468620000514",41.1758006795,-8.6100325648
"1373271781620000123",41.1766970656,-8.60830662113
"1373271646620000260",41.1811059231,-8.63680879381
"1373293583620000514",41.1557461294,-8.64722628911
"1373255025620000435",41.2364397786,-8.66993867366
"1373293619620000440",41.1592286174,-8.62287688096
"1373305382620000364",41.1456894147,-8.61074465046
"1373304730620000598",41.17940389,-8.5710484759
"1373306110620000050",41.1485423321,-8.60752369972
"1373304901620000372",41.182728814,-8.66800399568
"1373306195620000148",41.1719317627,-8.59535779953
"1373306019620000144",41.1530772146,-8.64391419093
"1373304356620000192",41.1508415476,-8.60551237106
"1373306189620000243",41.137057031,-8.60236322244
"1373306235620000598",41.1589240774,-8.61042744319
"1373304891620000524",41.1448111471,-8.60761445999
"1373304793620000473",41.1423151652,-8.61128698349
"1373341828620000140",41.163834432,-8.67752636274
"1373303775620000138",41.1667203776,-8.54745174408
