"TRIP_ID","LATITUDE","LONGITUDE"
"1372643825620000569",41.1643283625,-8.62197705
"1372659928620000272",41.136353385,-8.62585422
"1372681651620000328",41.1667947,-8.6505966
"1372681466620000038",41.14872705,-8.595903525
"1372681719620000156",41.16762255,-8.612593575
"1372680165620000305",41.18255685,-8.5812012
"1372681419620000256",41.181715875,-8.620441275
"1372681622620000129",41.1524361,-8.640595575
"1372694306620000372",41.190975,-8.589231225
"1372692929620000101",41.149160265,-8.616616065
"1372693238620000408",41.156136675,-8.60691015
"1372693830620000192",41.1641656926,-8.64507425966
"1372693045620000138",41.16323205,-8.605149225
"1372693222620000027",41.167212975,-8.603144325
"1372689662620000120",41.1672402,-8.634183075
"1372693219620000345",41.1546040875,-8.604777375
"1372694202620000381",41.178542625,-8.648123625
"1372693936620000460",41.1453449304,-8.61648371786
"1372692504620000131",41.151546825,-8.60691946875
"1372693847620000331",41.215402575,-8.681256
"1372694100620000632",41.1417045,-8.637734025
"1372693562620000156",41.21751915,-8.616466575
"1372693356620000426",41.157195525,-8.6182695
"1372694369620000334",41.15964249,-8.624651985
"1372694230620000273",41.17582215,-8.6402979
"1372693421620000497",41.15912175,-8.651958525
"1372730301620000136",41.1533552812,-8.6196186
"1372746577620000331",41.1520892625,-8.617885125
"1372746277620000480",41.18197545,-8.626244175
"1372746544620000626",41.16923235,-8.630310375
"1372768170620000595",41.1604868025,-8.6407294275
"1372780633620000625",41.164339725,-8.619685425
"1372767648620000327",41.145326925,-8.613876225
"1372779751620000036",41.150549025,-8.622011025
"1372779721620000007",41.162396175,-8.610208425
"1372780556620000050",41.1942537,-8.5860981
"1372779332620000207",41.1552837,-8.632266525
"1372779730620000431",41.1671988,-8.61304095
"1372779847620000174",41.1563421,-8.6103081
"1372780798620000077",41.166828,-8.584540875
"1372780333620000624",41.1729525,-8.593226325
"1372780599620000503",41.1647428125,-8.6030332875
"1372779456620000518",41.186590425,-8.6386977
"1372779067620000046",41.215698,-8.60393745
"1372779062620000901",41.173038,-8.6143563
"1372780266620000377",41.166200925,-8.604774675
"1372779612620000129",41.1976782,-8.582073975
"1372780782620000632",41.154954975,-8.619858
"1372832659620000515",41.1966959625,-8.6518794
