"TRIP_ID","LATITUDE","LONGITUDE"
"1372651034620000403",41.1885422033,-8.61259125638
"1372650808620000400",41.1703025209,-8.61292013454
"1372667249620000113",41.1481862859,-8.61497715949
"1372666327620000120",41.1592207337,-8.59691339516
"1372667009620000607",41.1614945171,-8.63849896386
"1372666913620000408",41.156150077,-8.62074361178
"1372667083620000051",41.1700661041,-8.62175750769
"1372666301620000142",41.1631800431,-8.65148433064
"1372666937620000099",41.1465072839,-8.60338067549
"1372666911620000092",41.1545947322,-8.61186945649
"1372688102620000607",41.0089996483,-8.60042222246
"1372688678620000081",41.1408141529,-8.62943568007
"1372687482620000451",41.175853902,-8.6753501631
"1372688855620000359",41.1647980966,-8.63256388419
"1372701165620000347",41.1799196264,-8.60300396863
"1372700853620000272",41.1541682148,-8.62323408046
"1372699915620000216",41.1716076172,-8.63842015699
"1372701419620000472",41.1727929496,-8.62358187166
"1372699976620000665",41.1773858435,-8.58703445527
"1372700085620000093",41.190923594,-8.67218184438
"1372701407620000520",41.171237117,-8.66301981692
"1372737234620000601",41.139692339,-8.64252532439
"1372700622620000048",41.1453705332,-8.60442030987
"1372698680620000464",41.1655149856,-8.59800769724
"1372753604620000621",41.1803130481,-8.64605694952
"1372753727620000285",41.1579463678,-8.62239427506
"1372753729620000346",41.1618561953,-8.63270576211
"1372753101620000560",41.1603719906,-8.62123940619
"1372753759620000320",41.1580527666,-8.62130209106
"1372774955620000430",41.1726470611,-8.55439414793
"1372775023620000119",41.1484091852,-8.5936259789
"1372775175620000653",41.155101073,-8.59382974898
"1372775273620000309",41.1559197695,-8.6207599764
"1372775162620000180",41.1434920845,-8.61247091366
"1372786107620000198",41.1807378487,-8.58151476061
"1372786029620000430",41.2146013791,-8.56410055183
"1372786887620000624",41.1482394207,-8.61664953097
"1372787775620000678",41.148256636,-8.60961461257
"1372787775620000649",41.1611248665,-8.61139379018
"1372823407620000601",41.2120909302,-8.68228175039
"1372823787620000560",41.203147716,-8.62071347466
"1372823187620000488",41.2352155683,-8.66853883513
"1372786190620000331",41.1824104555,-8.61659324963
"1372786830620000464",41.1586837535,-8.60625518921
"1372837273620000432",41.1553221499,-8.62748455747
"1372839549620000013",41.1844485662,-8.66697422542
"1372840004620000151",41.147556959,-8.61203801264
"1372839978620000080",41.1744092647,-8.61365841723
"1372839621620000021",41.1603317738,-8.62880266259
"1372861612620000451",41.1564723658,-8.61433858836
"1372861668620000018",41.1483182137,-8.62048832342
"1372874228620000571",41.15938286,-8.60898378689
"1372873145620000352",41.1570049201,-8.6202018211
"1372872799620000467",41.1548156264,-8.64295434825
"1372873472620000006",41.153570697,-8.61274134005
"1372872673620000521",41.1665809093,-8.63872548648
"1372873161620000686",41.1462211545,-8.61767235935
"1372873263620000497",41.1491814164,-8.61597427434
"1372873237620000658",41.1665156201,-8.66508496595
"1372873548620000108",41.1708899684,-8.65175674606
"1372874199620000586",41.1554043949,-8.59288347413
"1372873995620000304",41.154743189,-8.59321260531
"1372909611620000171",41.2378229987,-8.67075668784
"1372910063620000112",41.2050889753,-8.6226883399
"1372873453620000669",41.1559230893,-8.58672324752
"1372872534620000383",41.1977749714,-8.63204446683
"1372926184620000455",41.1609058983,-8.62801030607
"1372926558620000480",41.1623827207,-8.63706623422
"1372926414620000476",41.1580126098,-8.61060421903
"1372926391620000325",41.1606949705,-8.66887777901
"1372925674620000684",41.1816479052,-8.62640865929
"1372925119620000224",41.2354259793,-8.66509085819
"1372926008620000337",41.179335718,-8.65428476287
"1372947688620000118",41.1486216996,-8.61238928605
"1372946221620000235",41.1428685163,-8.61375476595
"1372947728620000454",41.1638124766,-8.6665961108
"1372946800620000577",41.1262051907,-8.54322530711
"1372947944620000308",41.1883796461,-8.61867570479
"1372948153620000345",41.1580262653,-8.62112176176
"1372948074620000138",41.1567247897,-8.60771805544
"1372948145620000606",41.1592896759,-8.6182061932
"1372959510620000524",41.1471995541,-8.6127684346
"1372960456620000126",41.1639827683,-8.61207051454
"1372960468620000138",41.1630420805,-8.60815772268
"1372960410620000372",41.1463061324,-8.61349697948
"1372958434620000314",41.1971515184,-8.68684959997
"1372960454620000387",41.161088285,-8.67305290235
"1372959184620000697",41.1538577372,-8.5650562825
"1372960093620000080",41.1329394024,-8.64457634598
"1372960270620000653",41.1430995648,-8.61277855065
"1372959986620000453",41.2313519132,-8.65891342139
"1372996557620000372",41.1815762294,-8.65452277755
"1372996174620000472",41.2022552807,-8.67458585404
"1372996000620000233",41.234214302,-8.67044575794
"1372957688620000695",41.1756672457,-8.625824207
"1372959202620000440",41.1461304118,-8.61757302719
"1372959758620000083",41.1491239873,-8.6292601029
"1372958748620000516",41.0766212923,-8.61859806694
"1373012776620000163",41.1595367623,-8.63067266618
"1373012690620000455",41.1596809508,-8.60225459165
"1373012797620000172",41.176371777,-8.6513682971
"1373010045620000067",41.1823735893,-8.61141100179
"1373034294620000327",41.1909664365,-8.63817925605
"1373034251620000455",41.1529573064,-8.59272387823
"1373033898620000334",41.23263543,-8.66914043066
"1373034274620000207",41.1492476931,-8.61389641746
"1373046867620000065",41.1610360538,-8.65347838963
"1373046010620000113",41.1560672402,-8.62423618609
"1373044544620000410",41.1645409866,-8.57828842626
"1373045842620000095",41.1620940683,-8.55915359979
"1373046104620000596",41.1350020089,-8.59784108303
"1373045641620000539",41.1683442181,-8.63480768313
"1373047152620000230",41.157652812,-8.62971807759
"1373046752620000058",41.2136115216,-8.61433536976
"1373046672620000038",41.1568737999,-8.61036551807
"1373046660620000311",41.1632168686,-8.60792800576
"1373081273620000307",41.2044773414,-8.65600933096
"1373082706620000455",41.1778850155,-8.65340134338
"1373083053620000239",41.1633050084,-8.62303165019
"1373082606620000381",41.1264796799,-8.61340786599
"1373082565620000648",41.1647308784,-8.63467766528
"1373082533620000285",41.1186255322,-8.62372927001
"1373082819620000671",41.1818790158,-8.66142533469
"1373083009620000901",41.1868878003,-8.59475648349
"1373082654620000178",41.1723011755,-8.57337112027
"1373099220620000014",41.155106394,-8.61293308502
"1373099201620000591",41.1509312723,-8.62934619591
"1373099288620000207",41.168760658,-8.64944589881
"1373099377620000658",41.1655823347,-8.61743383056
"1373097393620000190",41.1897082644,-8.60092292201
"1373120923620000179",41.1768064076,-8.61264563045
